"","x"
"1","226"
"2","435"
"3","934"
"4","1245"
"5","1256"
"6","1314"
"7","2290"
"8","2588"
"9","3293"
"10","3460"
"11","3720"
"12","4225"
"13","4239"
"14","4469"
"15","4472"
"16","4473"
"17","4489"
"18","4516"
"19","4561"
"20","4595"
"21","4681"
"22","4865"
"23","4927"
"24","4968"
"25","5269"
"26","5577"
"27","6207"
"28","6330"
"29","6976"
"30","7277"
"31","8756"
"32","8966"
"33","9000"
"34","9153"
"35","9252"
"36","9391"
"37","9485"
"38","9518"
"39","9784"
"40","9791"
"41","10299"
"42","10431"
"43","10752"
"44","10851"
"45","12269"
"46","12317"
"47","12350"
"48","12403"
"49","12875"
"50","13101"
"51","13148"
"52","13319"
"53","13380"
"54","13485"
"55","13848"
"56","13897"
"57","14180"
"58","14236"
"59","15138"
"60","15153"
"61","15157"
"62","15201"
"63","15204"
"64","15206"
"65","15278"
"66","15305"
"67","15310"
"68","15324"
"69","15410"
"70","15420"
"71","15440"
"72","15463"
"73","15468"
"74","15475"
"75","15481"
"76","15493"
"77","15514"
"78","15521"
"79","15588"
"80","15592"
"81","15672"
"82","15704"
"83","15710"
"84","15732"
"85","15756"
"86","15768"
"87","15774"
"88","15787"
"89","15791"
"90","15807"
"91","15816"
"92","15829"
"93","15839"
"94","15841"
"95","15844"
"96","15863"
"97","15887"
"98","15904"
"99","15921"
"100","15946"
"101","15994"
"102","16001"
"103","16039"
"104","16053"
"105","16058"
"106","16067"
"107","16094"
"108","16102"
"109","16122"
"110","16201"
"111","16260"
"112","16270"
"113","16284"
"114","16285"
"115","16319"
"116","16322"
"117","16330"
"118","16399"
"119","16416"
"120","16490"
"121","16503"
"122","16564"
"123","16577"
"124","16619"
"125","16633"
"126","16641"
"127","16648"
"128","16681"
"129","16691"
"130","16695"
"131","16714"
"132","16721"
"133","16737"
"134","16782"
"135","16849"
"136","16850"
"137","16893"
"138","16964"
"139","16973"
"140","17101"
"141","17148"
"142","17251"
"143","17262"
"144","17281"
"145","17383"
"146","17422"
"147","17424"
"148","17468"
"149","17530"
"150","17544"
"151","17633"
"152","17714"
"153","17781"
"154","17838"
"155","17841"
"156","17894"
"157","18028"
"158","18057"
"159","18074"
"160","18084"
"161","18125"
"162","18251"
"163","18413"
"164","18414"
"165","18505"
"166","18660"
"167","18733"
"168","18760"
"169","18883"
"170","18904"
"171","18923"
"172","18930"
"173","18960"
"174","19012"
"175","19014"
"176","19042"
"177","19446"
"178","19592"
"179","19617"
"180","19627"
"181","19656"
"182","19708"
"183","19748"
"184","19758"
"185","19764"
"186","19793"
"187","19797"
"188","19922"
"189","19925"
"190","19926"
"191","19947"
"192","20131"
"193","20264"
"194","20265"
"195","20308"
"196","20371"
"197","20615"
"198","20768"
"199","20775"
"200","20798"
"201","20881"
"202","24026"
"203","24226"
"204","25739"
"205","26030"
"206","26394"
"207","26577"
"208","26733"
"209","27110"
"210","27514"
"211","28437"
"212","28499"
"213","28826"
"214","29037"
"215","30066"
"216","30360"
"217","30531"
"218","31229"
"219","31378"
"220","33478"
"221","33483"
"222","33501"
"223","33519"
"224","33521"
"225","33554"
"226","33576"
"227","33579"
"228","33585"
"229","33614"
"230","33735"
"231","33745"
"232","33794"
"233","33955"
"234","33961"
"235","33972"
"236","33981"
"237","33995"
"238","34108"
"239","34312"
"240","34477"
"241","34558"
"242","34606"
"243","34668"
"244","34674"
"245","34675"
"246","34679"
"247","34694"
"248","34710"
"249","34761"
"250","34770"
"251","35429"
"252","35465"
"253","35466"
"254","35468"
"255","35505"
"256","35511"
"257","35523"
"258","35581"
"259","35663"
"260","35675"
"261","35739"
"262","35875"
"263","36021"
"264","36094"
"265","37276"
"266","37642"
"267","37868"
"268","37938"
"269","38722"
"270","38894"
"271","39389"
"272","39796"
"273","39839"
"274","39893"
"275","41726"
"276","46529"
"277","48008"
"278","48623"
"279","48809"
"280","48810"
"281","50673"
"282","50743"
"283","50865"
"284","51527"
"285","52150"
"286","52188"
"287","52247"
"288","52890"
"289","55669"
"290","55670"
"291","55928"
"292","59383"
"293","59445"
"294","60018"
"295","60374"
"296","61475"
"297","61874"
"298","62156"
"299","62330"
"300","62337"
"301","63441"
"302","63442"
"303","65515"
"304","65896"
"305","69403"
"306","69858"
"307","72839"
"308","74739"
"309","74812"
"310","75256"
"311","76449"
"312","77756"
"313","77758"
"314","77787"
"315","77800"
"316","77845"
"317","77848"
"318","78274"
"319","78614"
"320","78624"
"321","78964"
"322","79069"
"323","79206"
"324","82054"
"325","82074"
"326","82135"
"327","82136"
"328","82733"
"329","83916"
"330","84014"
"331","84107"
"332","84158"
"333","85807"
"334","85853"
"335","85897"
"336","85913"
"337","85918"
"338","85981"
"339","86104"
"340","86345"
"341","86346"
"342","86367"
"343","86373"
"344","87329"
"345","87481"
"346","88200"
"347","88971"
"348","89464"
"349","90419"
"350","90665"
"351","90849"
"352","90913"
"353","91948"
"354","95146"
"355","95289"
"356","97600"
"357","97945"
"358","98765"
"359","98863"
"360","101290"
"361","101467"
"362","103703"
"363","111296"
"364","113162"
"365","113168"
"366","113185"
"367","113196"
"368","113239"
"369","113265"
"370","113303"
"371","113618"
"372","113623"
"373","113636"
"374","113638"
"375","113647"
"376","113690"
"377","113691"
"378","113735"
"379","113742"
"380","113748"
"381","113753"
"382","113755"
"383","113792"
"384","113807"
"385","113822"
"386","113824"
"387","113828"
"388","113851"
"389","113878"
"390","113946"
"391","113964"
"392","114030"
"393","114046"
"394","114146"
"395","114150"
"396","114194"
"397","114199"
"398","114338"
"399","114404"
"400","114417"
"401","114442"
"402","114480"
"403","114523"
"404","114527"
"405","114528"
"406","114530"
"407","114555"
"408","114617"
"409","114663"
"410","114826"
"411","117239"
"412","117321"
"413","117422"
"414","117452"
"415","119644"
"416","124106"
"417","124231"
"418","124277"
"419","124335"
"420","124340"
"421","126543"
"422","129979"
"423","139148"
"424","149074"
"425","152338"
"426","152492"
"427","152562"
"428","152582"
"429","152628"
"430","154894"
"431","154946"
"432","156680"
"433","157910"
"434","171322"
"435","173289"
"436","173341"
"437","175476"
"438","175562"
"439","175565"
"440","175597"
"441","175617"
"442","175738"
"443","180379"
"444","260188"
"445","260366"
"446","260371"
"447","260574"
"448","260668"
"449","260916"
"450","261573"
